cart_id,product_id,seller_id,quantity,price_at_addition,added_at,additional_data
6,228,68,1,9.78,2025-04-15 16:34:02.348882,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
6,742,201,1,59.99,2025-04-11 16:34:02.348885,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
6,468,87,1,24.34,2025-04-13 16:34:02.348887,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
6,159,412,2,123.47,2025-04-13 16:34:02.348890,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.16}"
7,592,486,1,1236.72,2025-04-15 16:34:02.348896,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
7,92,7,1,40.66,2025-04-11 16:34:02.348899,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
8,871,11,2,5.47,2025-04-11 16:34:02.348903,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.14}"
8,973,354,3,2.38,2025-04-16 16:34:02.348906,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
8,505,67,1,159.74,2025-04-12 16:34:02.348909,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
8,928,463,1,1.5,2025-04-17 16:34:02.348912,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
8,220,30,1,26.23,2025-04-11 16:34:02.348914,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
8,300,13,1,101.98,2025-04-12 16:34:02.348917,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
8,538,56,1,85.0,2025-04-12 16:34:02.348921,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
8,624,215,1,23.36,2025-04-15 16:34:02.348923,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.17}"
8,779,59,1,18.39,2025-04-17 16:34:02.348926,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.08}"
9,60,47,1,75.91,2025-04-12 16:34:02.348930,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.19}"
9,442,462,1,109.99,2025-04-12 16:34:02.348933,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
9,606,300,2,5.03,2025-04-11 16:34:02.348936,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
10,215,149,1,98.74,2025-04-13 16:34:02.348940,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.15}"
10,555,168,1,766.88,2025-04-13 16:34:02.348943,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
10,300,327,2,54.51,2025-04-13 16:34:02.348946,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
11,340,214,1,900.76,2025-04-12 16:34:02.348949,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
12,227,86,2,382.19,2025-04-15 16:34:02.348953,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
12,495,164,3,81.55,2025-04-12 16:34:02.348956,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
12,87,275,1,13.59,2025-04-16 16:34:02.348958,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
12,436,4,1,8.43,2025-04-14 16:34:02.348962,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.1}"
12,871,85,2,14.45,2025-04-14 16:34:02.348965,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
12,624,210,1,57.79,2025-04-17 16:34:02.348967,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
13,11,49,1,5.71,2025-04-12 16:34:02.348971,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
13,134,38,1,29.5,2025-04-17 16:34:02.348974,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
13,491,290,3,852.54,2025-04-11 16:34:02.348976,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
14,698,414,1,423.7,2025-04-15 16:34:02.348980,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
14,856,56,1,21.99,2025-04-15 16:34:02.348983,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
14,962,98,1,17.12,2025-04-13 16:34:02.348986,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
15,297,28,2,66.43,2025-04-16 16:34:02.348989,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
15,992,67,3,119.99,2025-04-13 16:34:02.348991,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
15,674,58,1,229.23,2025-04-11 16:34:02.348994,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
15,570,394,1,219.99,2025-04-13 16:34:02.348997,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
15,175,327,1,28.54,2025-04-14 16:34:02.349000,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': 'Contain politics section really.', 'coupon_applied': False, 'coupon_discount': 0.18}"
16,494,246,1,458.21,2025-04-14 16:34:02.349106,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
17,825,41,1,1327.01,2025-04-13 16:34:02.349111,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
18,903,199,1,441.03,2025-04-09 16:34:02.349114,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
19,926,79,1,684.62,2025-04-14 16:34:02.349118,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
19,664,486,1,1627.88,2025-04-11 16:34:02.349121,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
20,393,65,1,2185.81,2025-04-14 16:34:02.349124,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.19}"
20,962,98,1,9.51,2025-04-16 16:34:02.349127,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
20,367,75,4,176.32,2025-04-04 16:34:02.349131,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
20,180,32,1,12.49,2025-04-14 16:34:02.349134,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.18}"
21,616,60,2,1451.91,2025-04-12 16:34:02.349138,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.18}"
22,35,201,1,2.72,2025-04-16 16:34:02.349142,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.08}"
23,916,481,1,141.52,2025-04-17 16:34:02.349146,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
23,721,318,2,447.99,2025-04-17 16:34:02.349149,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
24,87,481,1,43.15,2025-04-13 16:34:02.349152,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.08}"
25,901,16,1,58.88,2025-04-11 16:34:02.349156,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
25,521,481,1,139.53,2025-04-13 16:34:02.349158,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
26,509,327,3,45.96,2025-04-17 16:34:02.349162,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.11}"
26,356,29,1,181.69,2025-04-12 16:34:02.349165,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
26,615,78,2,154.05,2025-04-16 16:34:02.349167,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.19}"
27,908,83,4,27.35,2025-04-17 16:34:02.349171,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
28,242,53,1,30.99,2025-04-16 16:34:02.349175,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
28,531,43,1,19.33,2025-04-10 16:34:02.349178,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
28,286,4,1,17.5,2025-04-09 16:34:02.349180,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
28,13,76,1,10.69,2025-04-16 16:34:02.349183,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
28,114,9,1,2389.45,2025-04-14 16:34:02.349187,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
29,373,354,1,5.21,2025-04-17 16:34:02.349191,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.11}"
29,397,49,2,14.4,2025-04-14 16:34:02.349193,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.1}"
29,541,459,1,1643.08,2025-04-15 16:34:02.349197,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.14}"
29,496,496,2,250.12,2025-04-14 16:34:02.349200,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
29,427,290,1,373.58,2025-04-11 16:34:02.349203,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
29,482,63,2,53.59,2025-04-16 16:34:02.349205,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
30,685,99,2,386.99,2025-04-11 16:34:02.349209,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
30,676,481,1,245.11,2025-04-13 16:34:02.349211,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
30,118,47,1,409.19,2025-04-11 16:34:02.349214,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
31,222,41,1,163.75,2025-04-17 16:34:02.349217,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
31,118,11,1,104.36,2025-04-11 16:34:02.349220,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
31,340,367,1,785.71,2025-04-11 16:34:02.349224,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
31,377,26,1,1265.24,2025-04-17 16:34:02.349226,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.1}"
32,430,319,2,1091.01,2025-04-16 16:34:02.349230,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
32,109,45,1,74.48,2025-04-15 16:34:02.349233,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': 'Frage Polizei gewinnen.', 'coupon_applied': False, 'coupon_discount': 0}"
32,924,246,1,39.77,2025-04-13 16:34:02.349241,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
33,49,81,2,98.99,2025-04-17 16:34:02.349245,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
33,880,7,1,42.99,2025-04-12 16:34:02.349248,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.19}"
34,827,273,1,33.02,2025-04-16 16:34:02.349252,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
35,233,339,2,66.88,2025-04-16 16:34:02.349255,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
35,563,218,1,359.99,2025-04-13 16:34:02.349258,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
35,307,29,1,628.54,2025-04-17 16:34:02.349260,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
36,836,40,3,37.44,2025-04-13 16:34:02.349264,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
36,632,16,2,29.99,2025-04-13 16:34:02.349267,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
36,931,1,1,183.15,2025-04-15 16:34:02.349270,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.12}"
37,877,68,1,14.8,2025-04-17 16:34:02.349274,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
37,388,353,2,53.19,2025-04-14 16:34:02.349276,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
37,788,217,1,144.58,2025-04-15 16:34:02.349279,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
38,250,22,1,605.72,2025-04-17 16:34:02.349282,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
39,199,39,2,11.03,2025-04-13 16:34:02.349285,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
39,825,326,2,899.99,2025-04-17 16:34:02.349288,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
40,51,19,2,61.7,2025-04-16 16:34:02.349292,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
41,361,98,1,34.86,2025-04-16 16:34:02.349295,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
41,130,28,1,145.88,2025-04-15 16:34:02.349299,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
41,20,459,1,2868.81,2025-04-15 16:34:02.349301,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
41,641,12,1,84.35,2025-04-15 16:34:02.349304,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
41,528,17,2,21.25,2025-04-16 16:34:02.349306,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
41,28,481,3,27.58,2025-04-13 16:34:02.349309,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
42,695,6,1,150.84,2025-04-15 16:34:02.349313,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
42,631,55,3,109.99,2025-04-15 16:34:02.349315,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': 'Strong between Congress teacher song course its.', 'coupon_applied': False, 'coupon_discount': 0}"
42,904,212,1,26.55,2025-04-17 16:34:02.349328,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
42,968,348,1,897.38,2025-04-14 16:34:02.349331,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
42,523,37,1,445.0,2025-04-15 16:34:02.349334,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
42,317,394,1,4061.36,2025-04-11 16:34:02.349337,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
42,354,35,1,69.99,2025-04-12 16:34:02.349339,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
43,379,3,2,90.99,2025-04-13 16:34:02.349343,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
43,323,353,1,35.97,2025-04-13 16:34:02.349345,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
43,114,327,1,762.08,2025-04-15 16:34:02.349348,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
43,8,30,1,28.63,2025-04-11 16:34:02.349350,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.18}"
44,42,53,1,905.68,2025-04-16 16:34:02.349354,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
44,853,19,1,759.24,2025-04-15 16:34:02.349357,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
44,269,290,1,619.47,2025-04-16 16:34:02.349359,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
44,649,357,1,3.85,2025-04-13 16:34:02.349362,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': '其中东西完成质量朋友应该政府这个.', 'coupon_applied': True, 'coupon_discount': 0}"
45,430,215,1,123.55,2025-04-14 16:34:02.349371,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.11}"
45,506,219,1,4.45,2025-04-15 16:34:02.349375,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
45,849,0,1,799.99,2025-04-17 16:34:02.349377,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
45,517,149,1,100.34,2025-04-16 16:34:02.349380,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
45,978,281,1,58.83,2025-04-16 16:34:02.349383,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
45,770,150,1,24.75,2025-04-16 16:34:02.349386,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
46,572,199,1,1808.99,2025-04-13 16:34:02.349390,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0.05}"
46,552,158,2,26.36,2025-04-17 16:34:02.349393,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.08}"
46,465,309,3,241.98,2025-04-16 16:34:02.349396,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
47,524,245,1,46.48,2025-04-12 16:34:02.349400,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
47,707,396,1,17.5,2025-04-14 16:34:02.349404,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
47,598,67,1,1226.71,2025-04-11 16:34:02.349406,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
47,928,463,1,1.5,2025-04-15 16:34:02.349409,"{'saved_for_later': False, 'gift_wrap': True, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
47,827,273,1,36.69,2025-04-15 16:34:02.349411,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
47,145,367,1,1491.24,2025-04-16 16:34:02.349414,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
47,473,89,1,130.75,2025-04-16 16:34:02.349417,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
47,509,93,1,25.16,2025-04-12 16:34:02.349420,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
47,946,53,1,145.54,2025-04-11 16:34:02.349423,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
48,289,51,1,4.34,2025-04-09 16:34:02.349426,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.14}"
48,877,68,2,21.15,2025-04-06 16:34:02.349430,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
48,466,77,2,107.97,2025-04-04 16:34:02.349433,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
49,6,89,2,21.07,2025-04-13 16:34:02.349436,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
50,435,70,1,8.7,2025-04-14 16:34:02.349439,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
50,884,84,1,16.14,2025-04-15 16:34:02.349442,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
51,677,290,1,2257.49,2025-04-07 16:34:02.349445,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': True, 'coupon_discount': 0}"
51,341,436,1,166.97,2025-04-14 16:34:02.349448,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.08}"
51,409,18,1,17.99,2025-04-05 16:34:02.349451,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
52,57,140,1,15.26,2025-04-11 16:34:02.349455,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
52,138,174,2,480.3,2025-04-14 16:34:02.349457,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0.06}"
52,641,12,3,84.35,2025-04-16 16:34:02.349460,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
53,239,86,2,152.23,2025-04-12 16:34:02.349463,"{'saved_for_later': False, 'gift_wrap': False, 'custom_message': None, 'coupon_applied': False, 'coupon_discount': 0}"
